0.00 --> 0.44 :  Key
118.16 --> 118.50 :  symbol
118.50 --> 118.76 :  of
118.76 --> 119.36 :  Amazon's
119.36 --> 119.56 :  core
119.56 --> 120.16 :  philosophy,
120.58 --> 120.96 :  customer
120.96 --> 121.54 :  obsession.
122.00 --> 122.26 :  By
122.26 --> 122.68 :  focusing
122.68 --> 123.50 :  relentlessly
123.50 --> 123.72 :  on
123.72 --> 123.96 :  lower
123.96 --> 124.40 :  prices
124.40 --> 124.80 :  and
124.80 --> 125.34 :  convenience
125.34 --> 125.74 :  during
125.74 --> 125.94 :  the
125.94 --> 126.20 :  hardest
126.20 --> 126.44 :  of
126.44 --> 126.76 :  times,
127.28 --> 127.40 :  Amazon
127.40 --> 127.90 :  didn't
127.90 --> 128.06 :  just
128.06 --> 128.40 :  survive
128.40 --> 128.64 :  the
128.64 --> 129.02 :  recession.
129.02 --> 129.48 :  They
129.48 --> 130.16 :  thrived.
130.34 --> 130.70 :  They
130.70 --> 131.26 :  cemented
131.26 --> 131.40 :  their
131.40 --> 131.92 :  relationship
131.92 --> 132.22 :  with
132.22 --> 132.58 :  millions
132.58 --> 132.82 :  of
132.82 --> 133.28 :  customers
133.28 --> 133.70 :  who
133.70 --> 133.96 :  saw
133.96 --> 134.14 :  them
134.14 --> 134.28 :  as
134.28 --> 134.34 :  a
134.34 --> 134.62 :  company
134.62 --> 134.88 :  that
134.88 --> 134.98 :  was
134.98 --> 135.24 :  on
135.24 --> 135.40 :  their
135.40 --> 135.82 :  side.
136.30 --> 136.44 :  While
136.44 --> 136.76 :  other
136.76 --> 137.20 :  retailers
137.20 --> 137.44 :  were
137.44 --> 137.76 :  bleeding
137.76 --> 138.14 :  market
138.14 --> 138.46 :  share,
138.86 --> 139.28 :  Amazon's
139.28 --> 139.64 :  revenue
139.64 --> 139.84 :  grew
139.84 --> 140.38 :  29
140.38 --> 140.78 : %
140.78 --> 141.04 :  in
141.04 --> 141.66 :  2008
141.66 --> 142.08 :  and
142.08 --> 142.38 :  another
142.38 --> 143.06 :  28
143.06 --> 143.42 : %
143.42 --> 143.62 :  in
143.62 --> 144.26 :  2009.
144.86 --> 144.96 :  The
144.96 --> 145.38 :  resolution
145.38 --> 145.84 :  is
145.84 --> 146.22 :  clear.
146.74 --> 147.02 :  Amazon
147.02 --> 147.54 :  emerged
147.54 --> 147.78 :  from
147.78 --> 147.90 :  the
147.90 --> 148.10 :  great
148.10 --> 148.50 :  recession
148.50 --> 148.98 :  stronger
148.98 --> 149.28 :  than
149.28 --> 149.48 :  ever
149.48 --> 149.84 :  before.
150.36 --> 150.54 :  It
150.54 --> 150.66 :  had
150.66 --> 150.76 :  a
150.76 --> 151.06 :  brand
151.06 --> 151.44 :  new
151.44 --> 151.96 :  multi
151.96 --> 152.36 : -billion
152.36 --> 152.66 :  dollar
152.66 --> 153.02 :  product
153.02 --> 153.32 :  line
153.32 --> 153.70 :  and
153.70 --> 153.80 :  a
153.80 --> 154.28 :  fiercely
154.28 --> 154.52 :  loyal
154.52 --> 155.04 :  customer
155.04 --> 155.36 :  base.
155.36 --> 156.02 :  The
156.02 --> 156.28 :  lesson
156.28 --> 156.50 :  for
156.50 --> 156.84 :  any
156.84 --> 157.36 :  entrepreneur
157.36 --> 157.64 :  is
157.64 --> 158.20 :  powerful.
158.68 --> 158.98 :  Don't
158.98 --> 159.16 :  fear
159.16 --> 159.98 :  downturns.
160.12 --> 160.26 :  See
160.26 --> 160.44 :  them
160.44 --> 160.60 :  as
160.60 --> 161.26 :  opportunities.
161.88 --> 162.10 :  When
162.10 --> 162.22 :  your
162.22 --> 162.60 :  customers
162.60 --> 162.84 :  are
162.84 --> 163.12 :  hurting
163.12 --> 163.74 :  financially,
164.10 --> 164.26 :  if
164.26 --> 164.44 :  you
164.44 --> 164.56 :  can
164.56 --> 164.74 :  find
164.74 --> 164.90 :  a
164.90 --> 165.02 :  way
165.02 --> 165.12 :  to
165.12 --> 165.36 :  save
165.36 --> 165.54 :  the
165.54 --> 165.82 :  money
165.82 --> 166.08 :  and
166.08 --> 166.34 :  provide
166.34 --> 166.74 :  real
166.74 --> 167.18 :  value,
167.52 --> 167.74 :  you
167.74 --> 167.94 :  will
167.94 --> 168.22 :  earn
168.22 --> 168.40 :  their
168.40 --> 168.80 :  loyalty
168.80 --> 168.98 :  for
168.98 --> 169.38 :  life.
169.76 --> 169.96 :  While
169.96 --> 170.12 :  your
170.12 --> 170.56 :  competitors
170.56 --> 170.82 :  are
170.82 --> 171.08 :  hiding,
171.50 --> 171.66 :  you
171.66 --> 171.86 :  should
171.86 --> 172.00 :  be
172.00 --> 172.40 :  building.
